"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"19.02.2020","237,35","237,10","237,90","236,40","13,81B","0,56%"
"18.02.2020","236,03","239,63","239,98","236,00","23,78B","-1,85%"
"17.02.2020","240,47","240,47","240,90","239,40","9,21B","0,44%"
"14.02.2020","239,43","240,53","241,25","238,67","11,63B","-0,24%"
"13.02.2020","240,00","238,90","241,80","237,93","28,70B","0,27%"
"12.02.2020","239,35","237,50","240,25","237,25","19,69B","0,91%"
"11.02.2020","237,20","238,00","238,95","237,10","28,05B","0,08%"
"10.02.2020","237,00","241,00","242,50","237,00","34,92B","-1,43%"
"07.02.2020","240,45","240,20","241,15","237,00","17,59B","0,03%"
"06.02.2020","240,38","240,00","241,75","238,55","30,44B","0,83%"
"05.02.2020","238,40","236,63","240,88","235,13","39,55B","0,90%"
"04.02.2020","236,27","231,80","237,18","231,65","38,56B","2,39%"
"03.02.2020","230,75","230,00","232,82","229,18","29,26B","-0,54%"
"31.01.2020","232,00","237,05","237,80","232,00","30,12B","-1,37%"
"30.01.2020","235,23","236,63","238,67","235,05","22,48B","-1,04%"
"29.01.2020","237,70","236,75","238,90","235,00","34,52B","0,72%"
"28.01.2020","236,00","235,60","236,48","232,13","26,08B","0,81%"
"27.01.2020","234,10","237,50","238,35","231,25","50,78B","-2,46%"
"24.01.2020","240,00","243,85","245,57","240,00","39,92B","-1,03%"
"23.01.2020","242,50","242,98","247,25","241,00","43,27B","-0,96%"
"22.01.2020","244,85","249,50","251,25","244,42","51,86B","-1,69%"
"21.01.2020","249,05","240,07","251,25","237,07","156,57B","3,74%"
"20.01.2020","240,07","241,23","244,20","240,00","44,85B","-0,04%"
"17.01.2020","240,18","239,05","241,00","238,50","28,03B","0,44%"
"16.01.2020","239,13","235,10","239,13","235,00","30,87B","2,18%"
"15.01.2020","234,03","236,10","240,75","233,50","59,83B","-0,96%"
"14.01.2020","236,30","240,75","242,13","235,50","39,58B","-1,66%"
"13.01.2020","240,30","238,50","241,25","238,05","32,65B","0,97%"
"10.01.2020","238,00","235,75","239,45","235,03","29,93B","1,12%"
"09.01.2020","235,38","234,15","236,50","232,88","29,51B","1,18%"
"08.01.2020","232,63","231,05","235,00","231,00","28,82B","0,90%"
"06.01.2020","230,55","230,55","230,98","229,65","8,02B","-0,28%"
"03.01.2020","231,20","230,72","231,70","229,98","11,91B","0,74%"
"30.12.2019","229,50","229,95","230,95","229,32","11,86B","0,04%"
"27.12.2019","229,40","230,50","230,85","228,77","15,60B","-0,26%"
"26.12.2019","230,00","229,98","230,80","229,35","10,11B","0,04%"
"25.12.2019","229,90","232,00","232,43","229,65","12,43B","-0,80%"
"24.12.2019","231,75","233,40","233,52","231,50","9,58B","-0,33%"
"23.12.2019","232,53","231,53","233,27","231,53","11,77B","0,44%"
"20.12.2019","231,50","233,05","233,48","230,55","17,24B","-0,46%"
"19.12.2019","232,57","234,20","236,07","230,00","34,85B","-0,86%"
"18.12.2019","234,60","232,70","235,00","230,95","22,03B","0,79%"
"17.12.2019","232,75","233,10","233,93","232,10","14,65B","0,09%"
"16.12.2019","232,55","231,90","234,93","231,75","27,05B","0,35%"
"13.12.2019","231,75","227,38","232,80","227,00","43,27B","2,19%"
"12.12.2019","226,77","226,77","227,25","225,38","16,77B","0,11%"
"11.12.2019","226,52","225,93","227,43","225,50","12,33B","0,30%"
"10.12.2019","225,85","226,10","228,25","224,82","17,96B","-0,62%"
"09.12.2019","227,25","226,35","227,25","224,07","18,24B","0,39%"
"06.12.2019","226,38","223,57","226,38","223,10","16,96B","1,25%"
"05.12.2019","223,57","223,42","224,23","221,35","11,72B","0,27%"
"04.12.2019","222,97","220,65","223,93","219,53","20,64B","0,79%"
"03.12.2019","221,23","224,33","224,82","220,08","29,18B","-1,49%"
"02.12.2019","224,58","227,50","228,15","223,82","25,42B","-0,92%"
"29.11.2019","226,65","226,80","228,40","225,45","20,11B","-0,22%"
"28.11.2019","227,15","229,05","229,68","226,50","18,18B","-0,81%"
"27.11.2019","229,00","229,35","230,00","228,77","10,46B","-0,16%"
"26.11.2019","229,38","231,50","231,82","228,53","21,92B","-0,81%"
"25.11.2019","231,25","231,15","232,95","230,50","10,53B","0,13%"
"22.11.2019","230,95","230,18","231,80","229,60","14,65B","0,42%"
"21.11.2019","229,98","229,50","231,88","227,80","21,41B","-0,01%"
"20.11.2019","230,00","230,70","232,25","228,68","25,08B","-0,99%"
"19.11.2019","232,30","231,30","234,75","230,50","22,82B","0,56%"
"18.11.2019","231,00","233,78","236,10","230,70","24,72B","-1,53%"
"15.11.2019","234,60","235,30","235,73","232,65","23,20B","-0,31%"
"14.11.2019","235,33","237,50","239,40","232,32","47,91B","-0,56%"
"13.11.2019","236,65","234,18","240,00","229,75","71,20B","0,70%"
"12.11.2019","235,00","234,97","240,00","232,98","75,17B","0,11%"
"11.11.2019","234,75","230,38","236,70","228,37","95,33B","2,07%"
"08.11.2019","230,00","220,82","231,25","219,05","100,81B","3,84%"
"07.11.2019","221,50","220,17","223,75","218,02","50,74B","0,23%"
"06.11.2019","221,00","220,13","223,40","219,00","89,82B","0,40%"
"05.11.2019","220,13","218,50","220,50","217,00","30,72B","2,04%"
"01.11.2019","215,73","215,38","216,65","214,10","16,20B","0,13%"
"31.10.2019","215,45","217,95","218,80","213,50","28,06B","-0,94%"
"30.10.2019","217,50","215,75","219,38","214,73","35,12B","1,02%"
"29.10.2019","215,30","214,13","215,30","212,97","14,48B","0,55%"
"28.10.2019","214,13","215,40","217,70","213,27","22,78B","-0,37%"
"25.10.2019","214,93","214,30","216,50","211,87","30,17B","0,30%"
"24.10.2019","214,27","215,95","215,95","212,65","28,82B","-0,80%"
"23.10.2019","216,00","218,28","218,30","211,40","52,95B","-1,14%"
"22.10.2019","218,50","219,85","219,85","216,60","23,99B","0,14%"
"21.10.2019","218,20","214,90","220,30","214,60","49,29B","1,96%"
"18.10.2019","214,00","210,00","215,50","209,40","34,68B","1,89%"
"17.10.2019","210,02","209,88","210,82","208,53","8,85B","0,06%"
"16.10.2019","209,90","209,35","210,80","208,63","11,98B","0,67%"
"15.10.2019","208,50","208,75","209,72","206,50","15,55B","-0,12%"
"14.10.2019","208,75","209,70","210,90","207,53","12,97B","-0,42%"
"11.10.2019","209,62","207,13","211,97","206,98","34,35B","1,39%"
"10.10.2019","206,75","204,05","206,75","203,32","13,33B","1,35%"
"09.10.2019","204,00","203,30","206,50","203,30","14,67B","0,36%"
"08.10.2019","203,27","207,70","207,70","203,27","19,89B","-1,95%"
"07.10.2019","207,32","204,75","208,20","203,40","17,01B","1,75%"
"04.10.2019","203,75","205,40","206,45","203,27","15,18B","-0,37%"
"03.10.2019","204,50","206,57","207,85","202,18","42,00B","-0,99%"
"02.10.2019","206,55","211,50","212,50","206,47","25,63B","-2,34%"
"01.10.2019","211,50","212,72","214,07","211,50","9,34B","-0,69%"
"30.09.2019","212,97","213,70","213,82","210,02","15,52B","-0,23%"
"27.09.2019","213,48","214,75","214,90","213,15","9,62B","-0,52%"
"26.09.2019","214,60","211,05","216,00","210,63","33,78B","1,47%"
"25.09.2019","211,50","210,00","212,38","207,57","22,59B","0,53%"
"24.09.2019","210,38","211,00","217,50","210,35","60,54B","0,01%"
"23.09.2019","210,35","211,90","212,95","209,40","12,16B","-0,78%"
"20.09.2019","212,00","212,00","212,57","209,40","18,90B","-0,13%"
"19.09.2019","212,27","212,80","213,50","211,27","19,27B","-0,23%"
"18.09.2019","212,78","211,68","214,60","211,10","26,24B","0,51%"
"17.09.2019","211,70","213,00","213,95","210,60","23,44B","-0,77%"
"16.09.2019","213,35","213,45","213,93","210,40","19,78B","0,40%"
"13.09.2019","212,50","214,40","215,73","211,50","20,27B","-0,87%"
"12.09.2019","214,38","213,00","216,50","212,30","35,52B","0,41%"
"11.09.2019","213,50","213,97","215,25","211,80","34,86B","0,12%"
"10.09.2019","213,25","207,88","214,15","206,22","58,24B","2,77%"
"09.09.2019","207,50","210,72","211,65","207,05","23,50B","-1,07%"
"06.09.2019","209,75","210,50","212,82","207,75","35,05B","-0,13%"
"05.09.2019","210,02","215,75","220,00","208,25","114,42B","-2,11%"
"04.09.2019","214,55","197,02","215,48","196,88","172,68B","9,46%"
"03.09.2019","196,00","197,23","198,68","194,55","23,48B","-0,52%"
"02.09.2019","197,02","193,40","198,40","193,05","30,82B","1,87%"
"30.08.2019","193,40","192,65","193,95","191,42","22,72B","0,26%"
"29.08.2019","192,90","192,22","194,90","191,35","24,47B","0,29%"
"28.08.2019","192,35","192,20","192,58","190,42","15,01B","0,23%"
"27.08.2019","191,90","190,72","191,90","189,42","19,71B","0,84%"
"26.08.2019","190,30","189,50","191,97","188,85","18,24B","-0,12%"
"23.08.2019","190,52","193,00","193,88","189,72","25,46B","-1,21%"
"22.08.2019","192,85","196,65","196,90","192,85","17,45B","-1,93%"
"21.08.2019","196,65","197,00","198,78","195,70","20,31B","0,03%"
"20.08.2019","196,60","191,65","197,60","191,65","39,48B","2,49%"
"19.08.2019","191,82","191,75","192,88","190,70","23,06B","0,70%"
"16.08.2019","190,50","194,07","195,32","190,50","21,61B","-1,37%"
"15.08.2019","193,15","196,00","196,83","192,45","30,32B","-0,97%"
"14.08.2019","195,05","201,60","201,78","194,60","31,91B","-3,01%"
"13.08.2019","201,10","203,03","203,27","199,43","27,72B","-0,94%"
"12.08.2019","203,00","203,45","204,75","202,63","14,16B","0,00%"
"09.08.2019","203,00","204,50","204,50","202,30","15,35B","-0,98%"
"08.08.2019","205,00","205,43","207,45","200,63","58,70B","0,37%"
"07.08.2019","204,25","208,02","209,10","203,75","34,14B","-1,80%"
"06.08.2019","208,00","208,45","209,55","207,25","19,91B","0,13%"
"05.08.2019","207,73","209,70","214,20","207,50","29,03B","-1,12%"
"02.08.2019","210,08","209,98","211,00","207,15","62,24B","-1,22%"
"01.08.2019","212,68","211,97","213,90","211,25","17,80B","0,08%"
"31.07.2019","212,50","214,13","214,75","212,50","14,28B","-0,70%"
"30.07.2019","214,00","214,50","215,30","212,82","10,94B","-0,02%"
"29.07.2019","214,05","213,85","215,50","212,35","13,54B","0,26%"
"26.07.2019","213,50","215,28","216,10","212,75","21,29B","-1,04%"
"25.07.2019","215,75","215,00","218,45","212,60","22,62B","0,47%"
"24.07.2019","214,75","217,30","218,30","213,10","21,87B","-0,65%"
"23.07.2019","216,15","217,98","220,00","216,10","25,86B","-0,40%"
"22.07.2019","217,02","212,75","219,50","210,20","52,65B","2,37%"
"19.07.2019","212,00","212,25","214,25","211,00","19,36B","0,52%"
"18.07.2019","210,90","211,97","214,38","210,05","35,28B","-0,62%"
"17.07.2019","212,23","215,00","217,45","212,05","31,77B","-1,31%"
"16.07.2019","215,05","219,98","220,20","214,90","28,77B","-2,23%"
"15.07.2019","219,95","220,72","223,95","218,20","43,24B","-0,02%"
"12.07.2019","220,00","219,02","222,25","212,70","66,59B","0,00%"
"11.07.2019","220,00","220,75","225,00","216,22","84,58B","0,16%"
"10.07.2019","219,65","216,48","222,00","215,52","84,69B","1,85%"
"09.07.2019","215,65","212,75","216,73","211,75","55,49B","1,36%"
"08.07.2019","212,75","206,25","214,63","203,58","88,34B","2,89%"
"05.07.2019","206,77","207,32","208,18","206,35","40,37B","-0,10%"
"04.07.2019","206,98","203,07","210,98","202,63","74,65B","2,00%"
"03.07.2019","202,93","201,60","203,00","201,13","11,27B","0,21%"
"02.07.2019","202,50","201,90","202,68","200,75","10,63B","0,62%"
"01.07.2019","201,25","200,95","203,50","199,78","20,89B","0,93%"
"28.06.2019","199,40","201,25","202,18","199,35","10,28B","-0,62%"
"27.06.2019","200,65","201,52","202,30","200,25","14,01B","-0,32%"
"26.06.2019","201,30","202,75","204,12","201,25","14,12B","-0,78%"
"25.06.2019","202,88","203,45","204,50","201,00","19,50B","-0,37%"
"24.06.2019","203,63","199,95","206,43","199,25","39,80B","1,31%"
"21.06.2019","201,00","197,50","201,00","197,38","31,45B","-0,53%"
"20.06.2019","202,07","201,75","203,00","200,42","30,96B","0,46%"
"19.06.2019","201,15","202,00","203,30","200,17","17,27B","-0,52%"
"18.06.2019","202,20","202,50","203,32","200,15","18,82B","-0,11%"
"17.06.2019","202,42","201,75","204,65","200,60","18,50B","0,41%"
"14.06.2019","201,60","202,75","204,50","201,60","19,48B","-0,81%"
"13.06.2019","203,25","200,07","203,25","198,93","24,21B","1,63%"
"11.06.2019","200,00","197,50","205,73","196,28","75,78B","1,39%"
"10.06.2019","197,25","195,28","198,20","195,10","22,31B","1,15%"
"07.06.2019","195,00","195,00","195,98","193,50","16,46B","0,08%"
"06.06.2019","194,85","193,52","196,85","192,03","34,82B","0,70%"
"05.06.2019","193,50","187,00","196,00","185,40","88,21B","4,09%"
"04.06.2019","185,90","185,00","187,70","184,20","19,71B","0,54%"
"03.06.2019","184,90","182,48","186,72","181,25","37,02B","0,75%"
"31.05.2019","183,52","182,10","183,52","180,27","15,60B","0,01%"
"30.05.2019","183,50","184,20","185,90","181,50","30,99B","-0,27%"
"29.05.2019","184,00","183,15","184,68","181,15","32,89B","0,73%"
"28.05.2019","182,67","188,45","190,65","182,67","39,47B","-2,86%"
"27.05.2019","188,05","186,00","189,72","185,95","19,16B","1,10%"
"24.05.2019","186,00","195,50","199,23","185,60","134,62B","-4,00%"
"23.05.2019","193,75","175,50","194,25","175,15","105,67B","10,13%"
"22.05.2019","175,93","175,00","176,65","174,18","10,40B","0,82%"
"21.05.2019","174,50","174,98","175,72","174,50","8,67B","-0,26%"
"20.05.2019","174,95","175,53","175,82","174,88","6,94B","-0,31%"
"17.05.2019","175,50","175,10","175,82","174,28","8,75B","0,40%"
"16.05.2019","174,80","175,82","176,25","174,80","8,72B","-0,38%"
"15.05.2019","175,47","175,00","176,40","174,07","18,03B","0,47%"
"14.05.2019","174,65","175,35","175,95","174,55","10,35B","-0,13%"
"13.05.2019","174,88","175,95","176,95","174,88","9,45B","-0,63%"
"10.05.2019","175,98","177,27","178,10","175,35","9,97B","-0,75%"
"08.05.2019","177,30","178,15","178,65","177,30","6,52B","-0,32%"
"07.05.2019","177,88","178,30","180,48","177,88","9,01B","-0,52%"
"06.05.2019","178,80","176,75","178,80","176,75","5,27B","-0,06%"
"03.05.2019","178,90","178,25","179,93","177,88","8,18B","0,68%"
"02.05.2019","177,70","177,43","178,87","176,75","5,83B","0,11%"
"30.04.2019","177,50","178,25","178,25","175,75","12,23B","0,20%"
"29.04.2019","177,15","176,98","178,50","176,43","7,04B","0,06%"
"26.04.2019","177,05","176,88","177,05","175,50","11,91B","0,10%"
"25.04.2019","176,88","178,50","179,00","176,35","13,47B","-1,10%"
"24.04.2019","178,85","175,82","178,85","174,28","24,55B","1,25%"
"23.04.2019","176,65","179,38","179,82","176,02","24,11B","-1,27%"
"22.04.2019","178,93","179,97","180,20","178,87","6,58B","-0,07%"
"19.04.2019","179,05","180,10","180,50","179,00","4,91B","-0,56%"
"18.04.2019","180,05","179,35","180,10","178,50","12,40B","0,31%"
"17.04.2019","179,50","180,48","181,07","179,35","10,72B","-0,50%"
"16.04.2019","180,40","180,05","180,75","178,38","16,62B","0,31%"
"15.04.2019","179,85","182,12","182,28","179,23","15,08B","-0,79%"
"12.04.2019","181,27","183,20","183,70","180,65","12,74B","-1,20%"
"11.04.2019","183,48","184,43","185,55","182,70","13,86B","-0,52%"
"10.04.2019","184,43","181,40","189,95","166,05","63,66B","1,67%"
"09.04.2019","181,40","181,70","182,50","181,40","18,30B","-0,06%"
"08.04.2019","181,50","181,90","182,77","180,88","10,04B","-0,06%"
"05.04.2019","181,60","182,50","183,05","180,65","9,82B","-0,49%"
"04.04.2019","182,50","182,77","183,05","181,55","6,65B","-0,30%"
"03.04.2019","183,05","181,58","183,32","181,55","20,26B","1,13%"
"02.04.2019","181,00","181,00","182,25","179,85","10,75B","0,01%"
"01.04.2019","180,97","179,38","181,25","178,80","12,97B","1,54%"
"29.03.2019","178,23","180,50","182,20","177,78","20,13B","-0,99%"
"28.03.2019","180,00","180,03","180,50","179,75","5,30B","0,14%"
"27.03.2019","179,75","181,00","181,75","179,75","7,07B","-0,83%"
"26.03.2019","181,25","181,63","182,50","181,03","11,04B","-0,22%"
"25.03.2019","181,65","179,25","182,03","178,35","14,21B","0,92%"
"22.03.2019","180,00","182,75","182,75","179,65","13,21B","-1,41%"
"21.03.2019","182,58","183,98","184,80","181,52","19,76B","-0,48%"
"20.03.2019","183,45","183,77","184,25","183,03","14,50B","-0,22%"
"19.03.2019","183,85","184,85","185,00","183,30","9,57B","-0,41%"
"18.03.2019","184,60","185,10","186,07","183,55","25,72B","-1,26%"
"15.03.2019","186,95","181,50","186,95","180,35","36,75B","3,24%"
"14.03.2019","181,07","181,67","184,00","180,10","18,22B","-0,34%"
"13.03.2019","181,70","177,63","182,75","177,55","20,99B","1,94%"
"12.03.2019","178,25","177,25","179,23","176,85","13,14B","0,79%"
"11.03.2019","176,85","175,70","177,50","175,40","13,13B","0,43%"
"07.03.2019","176,10","176,78","177,27","175,55","11,26B","-0,77%"
"06.03.2019","177,48","176,00","177,48","175,88","10,60B","0,55%"
"05.03.2019","176,50","179,50","179,50","176,40","18,10B","-1,86%"
"04.03.2019","179,85","180,15","180,78","179,38","7,92B","-0,17%"
"01.03.2019","180,15","180,00","180,48","179,50","9,62B","0,36%"
"28.02.2019","179,50","179,60","180,73","178,80","10,49B","-0,15%"
"27.02.2019","179,78","179,75","180,18","178,25","16,44B","0,43%"
"26.02.2019","179,00","180,78","181,32","178,87","13,64B","-1,21%"
"25.02.2019","181,20","181,13","181,97","179,55","10,85B","0,44%"
"22.02.2019","180,40","180,35","181,40","179,55","8,30B","0,04%"
"21.02.2019","180,33","182,60","182,60","179,07","13,55B","-0,97%"
"20.02.2019","182,10","181,03","182,70","181,03","7,25B","0,48%"
"19.02.2019","181,22","181,75","183,48","180,03","10,46B","-0,23%"
"18.02.2019","181,65","183,50","184,50","180,33","12,39B","-0,74%"
"15.02.2019","183,00","180,88","183,05","180,57","14,73B","1,55%"
"14.02.2019","180,20","182,00","182,32","178,07","36,54B","-2,56%"
"13.02.2019","184,92","189,97","190,03","184,65","20,97B","-2,41%"
"12.02.2019","189,50","188,98","190,33","188,43","13,57B","0,80%"
"11.02.2019","188,00","185,53","188,08","185,53","10,90B","1,27%"
"08.02.2019","185,65","184,25","186,55","183,80","12,17B","0,32%"
"07.02.2019","185,05","187,85","187,85","184,75","14,76B","-1,60%"
"06.02.2019","188,05","191,05","191,05","188,05","15,81B","-1,57%"
"05.02.2019","191,05","192,22","192,50","190,42","12,48B","-0,35%"
"04.02.2019","191,73","189,85","192,10","189,75","14,99B","1,13%"
"01.02.2019","189,57","188,05","190,20","187,78","16,37B","0,38%"
"31.01.2019","188,85","188,25","189,48","187,13","13,94B","0,77%"
"30.01.2019","187,40","186,93","187,50","186,00","9,94B","0,16%"
"29.01.2019","187,10","184,70","187,35","183,55","13,45B","1,30%"
"28.01.2019","184,70","185,07","187,13","183,57","17,77B","-0,05%"
"25.01.2019","184,80","185,10","185,88","183,20","16,79B","0,09%"
"24.01.2019","184,63","188,00","189,90","183,70","38,19B","-1,63%"
"23.01.2019","187,68","185,70","188,43","185,10","23,64B","1,17%"
"22.01.2019","185,50","184,25","186,60","183,03","21,93B","0,57%"
"21.01.2019","184,45","185,90","188,15","184,02","23,36B","-0,57%"
"18.01.2019","185,50","179,03","185,50","179,03","34,60B","3,91%"
"17.01.2019","178,52","178,40","178,90","177,78","8,71B","0,15%"
"16.01.2019","178,25","178,00","178,65","176,85","8,74B","0,52%"
"15.01.2019","177,32","176,68","179,00","176,57","13,76B","0,47%"
"14.01.2019","176,50","175,00","176,68","174,02","9,28B","0,33%"
"11.01.2019","175,93","175,60","177,17","174,80","15,02B","0,40%"
"10.01.2019","175,23","175,00","175,30","173,25","12,87B","0,13%"
"09.01.2019","175,00","175,00","175,70","174,22","12,27B","0,46%"
"08.01.2019","174,20","173,50","174,98","172,35","11,02B","0,64%"
"04.01.2019","173,10","171,20","173,10","171,10","8,61B","1,20%"
